"UniqueID","Ten Co So Y Te","So Dien Thoai","Dia Chi","Hour","Rating","Gioi Thieu","Dich Vu","Bac Si","Chuyen Khoa","Loai Co So","Hinh Anh",
"H10434","Khoa Cấp cứu - Bệnh viện Tim Hà Nội - Cơ sở 2","0243 9422 430","34 Xuân La, Xuân La, Tây Hồ, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:59","","Dưới sự lãnh đạo của Đảng ủy - Ban Giám đốc bệnh viện, khoa Cấp cứu đã và đang hoạt động có hiệu quả trong công tác khám chữa bệnh, chứng minh được sự đúng đắn trong đường lối định hướng phát triển bệnh viện của Ban giám đốc. Các đóng góp này tuy còn ít nhưng cũng đã góp phần khẳng định sự vững mạnh của bệnh viện, cũng như niềm tin của người bệnh và người nhà bệnh nhân với bệnh viện Tim Hà Nội. Khoa là một trong các khoa phòng trẻ nhất của bệnh viện. Từ tháng 2/2015 chính thức có quyết định của Giám đốc bệnh viện thành lập khoa Cấp cứu cơ sở 2.","","DB010860","K14","T05","H10434.jpg",
"H10435","Khoa Phục hồi chức năng - Vật lý trị liệu - Bệnh viện Tâm thần Trung ương - Cơ sở 1","0243 3853 227","Tỉnh lộ 71, Hòa Bình, Thường Tín, Hà Nội","Thứ Hai - Chủ Nhật: 07:00 - 21:00","4.0","","","","K28","T05","H10435.jpg",
"H10436","Khoa Gây mê Hồi sức - Bệnh viện Nhân Dân 115","0283 8652 368","527 Sư Vạn Hạnh , 12, Quận 12, Hồ Chí Minh","Thứ Bảy, Chủ Nhật: 00:00 - 23:59
Thứ Hai - Thứ Sáu: 07:00 - 16:30","","Khoa Gây mê hồi sức tại bệnh viện Nhân Dân 115 là một trong những chuyên khoa mũi nhọn và đã góp phần rất lớn trong việc tạo nên thương hiệu bệnh viện Nhân Dân 115 ngày nay. Khoa luôn đảm bảo tốt việc điều trị, gây mê, hồi sức trong các giai đoạn trước, trong và sau phẫu thuật giúp cho Bệnh nhân đạt được tình trạng sức khỏe hoàn hảo nhất sau khi điều trị tại bệnh viện và xuất viện về nhà.","","DB010861, DB010862, DB010863, DB010864, DB010865, DB010866, DB010867, DB010868, DB010869, DB010870, DB010871, DB010872, DB010873, DB010874, DB010875, DB010876","K10","T05","H10436.jpg",
"H10437","Khoa Hồi sức cấp cứu A12 - Bệnh viện Quân Y 354","0243 7622 595","120 Đốc Ngữ, Vĩnh Phúc, Ba Đình, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:30","","Trước năm 1996, Khoa nằm trong biên chế khoa Gây mê hồi sức của Bệnh viện (Khoa B4). Khoa được thành lập ngày 20/3/1996 (tách ra từ khoa Gây mê hồi sức ) với nhiệm vụ thu dung, cấp cứu và điều trị những bệnh nhân nặng, nguy kịch cả nội và ngoại khoa trong và ngoài viện. Quân số khi mới thành lập: 13 ( 02 bác sỹ, 10 điều dưỡng,01 công vụ ). Khoa có chức năng tham gia khám cấp cứu tại phòng khám cấp cứu – khoa khám bệnh, cấp cứu và điều trị những bệnh nhân nặng có rối loạn về huyết động, hô hấp đặc biệt là những bệnh nhân thở máy dài ngày.","Điều trị những rối loạn về huyết động, Đặt máy tạo nhịp tạm thời, Gây dính màng phổi, Điều trị hô hấp, Thở máy dài ngày, Cấp cứu nội và ngoại viện, Tham gia khám cấp cứu tại phòng khám và khoa, Hồi sức chống độc, Hồi sức ngoại khoa, Hồi sức tuần hoàn, hồi sức hô hấp, Sốc điện, tái tạo nhịp, Các thủ thuật can thiệp, Điều trị cả nội và ngoại khoa, Tham gia khám cấp cứu tại phòng khám và khoa, Điều trị những rối loạn về huyết động, Điều trị hô hấp, Cấp cứu nội và ngoại viện, Hồi sức tuần hoàn, hồi sức hô hấp, Hồi sức ngoại khoa, Các thủ thuật can thiệp, Sốc điện, Tái tạo nhịp, Đặt máy tạo nhịp tạm thời, Gây dính màng phổi, Thở máy dài ngày, Hồi sức chống độc","DB010877, DB010878","K14, K10","T05","H10437.jpg",
"H10438","Khoa Ngoại - U Bướu - Bệnh viện Y học Cổ truyền Bộ Công An","0694 5247","278 Lương Thế Vinh, Trung Văn, Nam Từ Liêm, Hà Nội","Thứ Hai - Thứ Sáu: 12:30 - 23:30
Thứ Bảy: 12:30 - 23:30 , 12:30 - 23:30","","Khoa Ngoại - U bướu hiện có 60 giường điều trị nội trú, mỗi năm điều trị trên 1000 bệnh nhân nội trú, đồng thời phối hợp cùng khoa khám bệnh: khám và điều trị ngoại trú hàng nghìn bệnh nhân. Đội ngũ cán bộ của khoa gồm 01 tiến sỹ y học, 02 thạc sỹ y học, 01 bác sỹ chuyên khoa I, 04 bác sỹ, 02 cử nhân điều dưỡng, 01 cao đẳng điều dưỡng, 22 trung cấp điều dưỡng, 03 hộ lý.","Điều trị tắc mạch trĩ nội , Điều trị tắc mạch trĩ ngoại , Điều trị bệnh rò hậu môn, Điều trị bệnh nứt kẽ hậu môn, Điều trị bệnh áp xe cạnh hậu môn, Điều trị các khối u lành tính tại hậu môn, Điều trị bệnh sa trực tràng, Điều trị gãy xương, Điều trị bong gân, Điều trị sai khớp, Điều trị tổn thương phần mềm do tai nạn giao thông, Điều trị tổn thương phần mềm do tai nạn sinh hoạt, Điều trị các bệnh về u bướu, Điều trị hỗ trợ giảm đau các bệnh nhân ung thư, Điều trị các biến chứng do hóa xạ trị gây ra, Điều trị u xơ tiền liệt tuyến, Điều trị vô sinh nam , Điều trị u mỡ, Điều trị u bã đậu, Chích rạch các khối áp xe cơ, Đốt laze mụn cơm, Đốt laze mụn thịt, Đốt laze nốt ruồi, Đốt laze tàn nhang, Xóa xăm, Đốt laze xoá chai chân( mắt cá ), Điều trị bệnh lý hậu môn trực tràng","DB010879, DB010880",", K40, K37","T05","H10438.jpg",
"H10439","Khoa Lão - Bệnh viện Y học cổ truyền Trung ương","0243 8263 616","29 Nguyễn Bỉnh Khiêm, Nguyễn Du, Hai Bà Trưng, Hà Nội","Thứ Hai - Thứ Sáu: 07:00 - 17:00","","Khoa Lão - Bệnh viện Y học cổ truyền Trung ương được thành lâp ngày 1 tháng 10 năm 1995. Mỗi năm Khoa điều trị trung bình là 700 bệnh nhân. Khoa làm tốt công tác kết hợp Y học cổ truyền và Y học hiện đại; tích  cực tham gia công tác tuyên truyền, chỉ đạo tuyến;  giảng dạy cho học viên nước ngoài, học viên trong nước.","Điều trị vữa xơ động mạch, Điều trị tâm phế mạn, Điều trị viêm thận mạn, Điều trị cao huyết áp, Điều trị loãng xương, Điều trị đái tháo đường typ II, Điều trị suy nhược cơ thể, Điều trị viêm khớp cấp và mãn tính, Điều trị thoái hóa khớp, Điều trị thiểu năng mạch vành","DB010881, DB010882","K18","T05","H10439.jpg",
"H10440","Khoa Nội Thận Tiết niệu - Thận nhân tạo - Bệnh viện Đa khoa Thống Nhất tỉnh Đồng Nai","0251 3883 660","234 Quốc lộ 1A, Tân Biên, Biên Hòa, Đồng Nai","","5.0","","Chẩn đoán và điều trị nội khoa bệnh thận - tiết niệu, Lọc máu cấp cứu, chu kỳ bằng thận nhân tạo","DB010883, DB010884, DB010885","K31","T05","H10440.jpg",
"H10441","Khoa Y học hạt nhân - Bệnh viện Ung bướu thành phố Hồ Chí Minh","0283 8412 637","03 Nơ Trang Long, 7, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:30 - 16:30","","","","DB010886, DB010887, DB010888","K37","T05","H10441.jpg",
"H10442","Khoa Ngoại tổng hợp - Bệnh viện Đa khoa Trung ương Quảng Nam","0235 3870 390","Tam Hiệp, Tam Hiệp, Núi Thành, Quảng Nam","","5.0","","","DB010889","","T05","H10442.jpg",
"H10443","Khoa Tim mạch - Bệnh viện Lão khoa Trung ương","0243 5760 750","1A Phương Mai, Phương Mai, Đống Đa, Hà Nội","Thứ Hai - Thứ Sáu: 07:30 - 17:30","","Khoa Tim mạch ra đời từ khi thành lập Viện Lão khoa quốc gia, được tách ra thành khoa Tim mạch độc lập trực thuộc Bệnh Viện Lão khoa Trung ương từ năm 2006. Khoa có 17 cán bộ công nhân viên chức: 9 bác sỹ, 8 điều dưỡng. Khoa được giao 26 giường bệnh , 1 phòng khám tim mạch, 3 phòng siêu âm tim mạch, 1 phòng holter điện tim-huyết áp, 1 phòng điện tim gắng sức.","","","K35","T05","H10443.jpg",
"H10444","Khoa Nhi nhi sơ sinh - Bệnh viện Phụ sản Quốc tế","0283 9253 619","63 Bùi Thị Xuân, Phạm Ngũ Lão, Quận 1, Hồ Chí Minh","Thứ Hai - Thứ Bảy: 06:00 - 20:00","","","Điều trị tiêu hóa, Điều trị hạ đường huyết, Điều trị thiếu máu, Điều trị vàng da sơ sinh, Tư vấn chăm sóc dinh dưỡng cho các trẻ , Tư vấn để chỉ định chủng ngừa cho các trẻ, Thực hiện chủng ngừa cho các trẻ , Điều trị các bệnh thường gặp ở trẻ em, Khám chuyên khoa sâu về tai mũi họng, Điều trị sơ sinh non tháng nhẹ cân phải nằm lồng ấp, Điều trị suy hô hấp do viêm phổi, Điều trị bệnh màng trong, Điều trị nhiễm trùng sơ sinh, Điều trị sinh ngạt, Điều trị thiếu máu, Điều trị xuất huyết, Điều trị hạ đường huyết, Điều trị vàng da sơ sinh, Điều trị nhiễm trùng, Điều trị tiêu hóa, Tầm soát khiếm thính (OAE), Sàng lọc sơ sinh các bệnh lý bẩm sinh , Chủng ngừa lao","DB010890, DB010891, DB010892, DB010893, DB010894","","T05","H10444.jpg",
"H10445","Khoa Ngoại - Chấn thương chỉnh hình - Bệnh viện Đà Nẵng","0236 3826 755","124 Hải Phòng, Thạch Thang, Hải Châu, Đà Nẵng","","","","Kết hợp xương thông thường, Thay khớp háng, Thay khớp gối, Tái tạo dây chằng chéo trước, Tái tạo dây chằng chéo sau, Cắt khâu sụn chêm, Nội soi khớp vai, Điều trị rách chóp xoay, Điều trị trật khớp vai tái hồi, Điều trị chèn ép dưới mõm cùng, Kéo dài chi, Vi phẫu thuật, Nối chi đứt lìa xương, Ghép xương, Chuyển vạt có cuống mạch, Ghép thần kinh vi phẫu, Điều trị các bệnh lý cơ xương khớp., Điều trị bảo tồn bằng kéo nắn bó bột","DB010895, DB010896, DB010897, DB010898","K02","T05","H10445.jpg",
"H10446","Khoa Hồi sức sơ sinh - Bệnh viện Nhi Đồng 2","0283 8295 723","14 Lý Tự Trọng, Bến Nghé, Quận 1, Hồ Chí Minh","","","","","DB010899, DB010900, DB010901, DB010902, DB010903, DB010904, DB010905, DB010906","K14","T05","H10446.jpg",
"H10447","Khoa Ngoại - Bệnh viện Bưu Điện - Cơ sở 2","0243 9760 779","1 Yên Bái 2, Phố Huế, Hai Bà Trưng, Hà Nội","","","","Tán sỏi nội soi, Tán sỏi ngoài cơ thể, Mổ nội soi lấy sỏi thận, Mổ nội soi niệu quản, Lấy sỏi thận qua da, Mổ nội soi cắt u tuyến tiền liệt, Mổ nội soi cắt u bàng quang, Mổ nội soi cắt nang thận, Mổ nội soi cắt u tuyến thượng thận, Mổ nội soi cắt túi mật, Mổ nội soi lấy sỏi ống mật chủ, Mổ và tán sỏi đường mật, Phẫu thuật thoát vị bẹn, Cắt bỏ các u trong phúc mạc, Cắt bỏ các u sau phúc mạc, Mổ bệnh trĩ , Mổ mở các bệnh tiêu hoá, Điều trị bệnh ra mồ hôi tay, Điều trị viêm ruột thừa cấp, Điều trị thủng dạ dày, Cắt dạ dày, Mổ nội soi cắt đại tràng, Mổ nội soi trực tràng","DB010907",", K31","T05","",
"H10448","Khoa Sản phụ khoa và Ngoại khoa - Bệnh viện Ngọc Tâm","0283 5180 522","158/1 Xô Viết Nghệ Tĩnh, 21, Bình Thạnh, Hồ Chí Minh","Thứ Bảy: 07:00 - 16:30
Thứ Hai - Thứ Năm: 07:30 - 16:30","","","Khám phụ khoa định kỳ, Tầm soát ung thư cổ tử cung, Chữa u xơ tử cung, Chữa xoắn Polyp cổ tử cung, Chữa lạc nội mạc tử cung, Chữa u nang buồng trứng, Phá thai nội khoa, Soi cổ tử cung, Khám và quản lý thai, Chữa viêm sinh dục, Chữa u xơ tử cung, Chữa u nang buồng trứng, Chữa lạc nội mạc tử cung, Chữa bệnh lý ung thư đường sinh dục, Chữa sa tử cung, Khám phụ khoa định kỳ, Tầm soát ung thư cổ tử cung, Khám và quản lý thai, Khám và theo dõi thai kỳ, Phá thai nội khoa, Phá thai ngoại khoa, Phẫu thuật khối u lành tính, Phãu thuật u ác tính của , Phẫu thuật sa tử cung, Thực hiện các thủ thuật nạo sinh thiết, Xoắn polyp cổ tử cung, Soi cổ tử cung, Leep điều trị tổn thương tiền ung thư cổ tử cung, Thực hiện các thủ thuật về sản phụ khoa, Chích ngừa ung thư cổ tử cung","DB010908, DB010909, DB010910, DB010911, DB010912, DB010913","K25","T05","H10448.jpg",
"H10449","Khoa Niệu - Bệnh viện Quốc tế City","08 6290 1155","3 Đường 17A, Bình Trị Đông, Bình Tân, Hồ Chí Minh","","","Khoa Niệu bệnh viện Quốc tế City cung cấp những dịch vụ tốt nhất trong việc chẩn đoán và điều trị các bệnh phổ biến và chuyên sâu trong lĩnh vực Niệu khoa và Nam khoa. Chúng tôi hướng dẫn bệnh nhân kỹ càng về bệnh lý, các phương án điều trị, cách theo dõi và phòng bệnh để bệnh nhân có thể yên tâm và hợp tác tốt nhằm mang lại hiệu quả điều trị cao nhất. Khoa Niệu được trang bị đầy đủ phương tiện giúp cho việc chẩn đoán như hệ thống xét nghiệm cao cấp, tinh dịch đồ, hệ thống chẩn đoán hình ảnh như X quang kỹ thuật số, siêu âm Doppler màu, siêu âm đầu dò qua trực tràng cho các bệnh lý tuyến tiền liệt và hiếm muộn nam giới, CT Scanner đa lát cắt và cộng hưởng từ hạt nhân. Với hệ thống nội soi (Endoscopic Systems) hệ niệu hiện đại, bệnh nhân có thể được là thủ thuật và về trong ngày. Hệ thống lấy mẫu máu thử tại khoa sẽ giảm bớt sự đi lại của bệnh nhân, giúp cho quy trình chẩn đoán được thực hiện nhanh nhất.","Sinh thiết tinh hoàn, Điều trị xuất tinh sớm, Điều trị tràn dịch tinh mạc, Điều trị rối loạn cương, Điều trị tinh hoàn ẩn, Điều trị gãy dương vật, Điều trị xuất tinh ra máu, Điều trị thoát vị bẹn, Phẫu thuật sỏi thận, Điều trị ung thư tuyến tiền liệt, Tán sỏi ngoài cơ thể, Điều trị ung thư dương vật, Phẫu thuật sỏi thận, Tán sỏi ngoài cơ thể, Lấy sỏi qua da, Nội soi hông lưng lấy sỏi thận, Nội soi lấy sỏi niệu quản, Nội soi ngược dòng tán sỏi niệu quản , Bóp sỏi bàng quang qua nội soi ngã niệu đạo, Mổ hở lấy sỏi bàng quang, Mổ lấy sỏi kẹt niệu đạo, Cắt đốt nội soi Bướu tuyến tiền liệt , Mổ bướu thận, Mổ bướu niệu mạc, Mổ bướu bàng quang, Điều trị ung thư tuyến tiền liệt, Điều trị bướu tuyến thượng thận, Điều trị bướu tinh hoàn, Điều trị ung thư dương vật, Điều trị nội khoa nhiễm trùng tiểu dưới, Điều trị viêm sinh dục, Điều trị tiểu máu, Điều trị bí tiểu, Thông tiểu cho các trường hợp bí tiểu cấp tính, Đặt ống thông double -J giải áp , Phẫu thuật cắt tinh hoàn, Mào tinh hoàn , Phẫu thuật giải áp ápxe - bìu., Phẫu thuật nội soi cắt chóp nang thận to  , Phẫu thuật nội soi cắt chóp nang thận nhiễm trùng, Điều trị suy sinh dục nam khởi phát muộn, Điều trị rối loạn cương, Điều trị xuất tinh sớm, Điều trị xuất tinh ra máu, Điều trih xuất tinh đau, Điều trị vô sinh nam giới, Phẫu thuật vi phẫu nối ống dẫn tinh sau triệt sản, Phẫu thuật cột tĩnh mạch tinh dãn vi phẫu, Thắt ống dẫn tinh, Sinh thiết tinh hoàn, Điều trị cong dương vật, Điều trị gãy dương vật, Điều trị tinh hoàn ẩn, Điều trị thoát vị bẹn, Phẫu thuật nang thừng tinh, Điều trị tràn dịch tinh mạc, Điều trị xoắn thừng tinh, Cắt da quy đầu, Tạo hình dây thắng ngắn, Đốt các mụn cóc, Đốt mụn sinh dục, Đốt mồng gà","DB010914, DB010915, DB010916","K31, K19","T05","H10449.jpg",
"H10450","Khoa Nội tiết chuyển hóa - Bệnh viện Lão khoa Trung ương","0243 5760 750","Số 1 Phương Mai, Phương Mai, Đống Đa, Hà Nội","Thứ Hai - Thứ Sáu: 07:30 - 17:30","","Khoa Nội tiết chuyển hóa được thành lập từ tháng 6 năm 2006, là chuyên ngành còn non trẻ của bệnh viện. Cùng với sự phát triển của Bệnh viện Lão khoa trung ương, khoa Nội tiết chuyển hóa đã có những bước phát triển ban đầu. Về nhân lực: lúc đầu số nhân viên là 08 người, trong đó có 04 bác sỹ, 03 điều dưỡng, 01 hộ lý. Hiện nay, số nhân viên là 15  người, trong đó có  05 bác sỹ,  09 điều dưỡng, 01 hộ lý.Số giường điều trị ban đầu là 12, hiện nay là 33 giường kế hoạch và 01 phòng khám chuyên khoa Nội tiết - Đái tháo đường, 01 phòng can thiệp laser.","Chọc hút nang, Sinh thiết bằng kim nhỏ tại tuyến giáp, Chẩn đoán đề kháng Insulin, Chẩn đoán đề kháng Insulin, Chọc hút nang, Sinh thiết bằng kim nhỏ tại tuyến giáp, Soi bàng quang, Niệu động đồ, Phẫu thuật chữa phì đại lành tính tuyến tiền liệt","DB010917, DB010918","K23","T05","H10450.jpg",
"H10451","Khoa Ngoại 6 - Bệnh viện Ung bướu thành phố Hồ Chí Minh","0283 8412 637","3 Nơ Trang Long, 7, Bình Thạnh, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:30 - 16:30","","","","",", K37","T05","H10451.jpg",
"H10452","Khoa Nội tiết - Bệnh viện Đa khoa Trí Đức","0243 9429 999","219 Lê Duẩn , Nguyễn Du, Hai Bà Trưng, Hà Nội","","4.0","","Khám và điều trị tim mạch, Khám và điều trị đái tháo đường, Khám và điều trị đái tháo đường, Khám và điều trị tim mạch","DB010919","K35, K23","T05","H10452.jpg",
"H10453","Khoa Nội cán bộ - Bệnh viện Trung ương Quân đội 108","0246 2784 137","1 Trần Hưng Đạo, Bạch Đằng, Hai Bà Trưng, Hà Nội","Thứ Hai - Chủ Nhật: 00:00 - 23:00","","Khoa Nội cán bộ - Bệnh viện Trung ương Quân đội 108 là khoa Nội tổng hợp, thu dung, cấp cứu và điều trị nhiều mặt bệnh: tăng huyết áp, suy tim, suy mạch vành, nhồi máu cơ tim, biến mạch máu não, đái tháo đường, viêm loét dạ dày- tá tràng, viêm gan mạn, bệnh phổi phế quản tắc nghẽn, hen phế quản và ung thư các loại... Gần đây đi sâu nghiên cứu và ứng dụng những tiến bộ khoa học kỹ thuật trong lĩnh vực chẩn đoán và điều trị các bệnh lý rối loạn chuyển hoá và kết hợp với các chuyên khoa điều trị bệnh nhân với các kỹ thuật can thiệp hiện đại trong chẩn đoán và điều trị các bệnh tim mạch, tiêu hóa – gan mật.","Điều trị bệnh đường tiêu hóa và quản lý sức khỏe, Điều trị viêm loét dạ dày - tá tràng, Chữa viêm gan mạn, Điều trị tai biến mạch máu não, Chữa cơn đau prinzmetal hoặc biến đổi, Điều trị đau thắt ngực không điển hình, Chữa cơn đau thắt ngực không ổn định, Tăng huyết áp, Điều trị suy mạch vành, Điều trị bệnh tim mạch, Điều trị nhồi máu cơ tim, Điều trị nhồi máu cơ tim cấp, Điều trị nhồi máu cơ tim không có sóng Q, Điều trị suy tim, Điều trị bệnh phổi phế quản tắc nghẽn, hen phế quản, Điều trị đái tháo đường, Điều trị rối loạn chuyển hóa, Điều trị ung thư các loại, Trị tăng huyết áp, Trị suy tim, Trị suy mạch vành, Trị nhồi máu cơ tim, Trị biến mạch máu não, Trị đái tháo đường, Trị viêm loét dạ dày- tá tràng, Trị viêm gan mạn, Trị bệnh phổi phế quản tắc nghẽn, hen phế quản, Trị ung thư các loại, Trị bệnh tim mạch, Trị rối loạn chuyển hoá, Trị bệnh đường tiêu hoá và quản lý sức khoẻ, Trị đau thắt ngực không điển hình, Trị nhồi máu cơ tim cấp, Trị nhồi máu cơ tim không có sóng Q, Trị cơn đau prinzmetal hoặc biến đổi, Trị cơn đau thắt ngực không ổn định","DB010920, DB010921","","T05","H10453.jpg",
"H10454","Chuyên khoa Sản - Phụ khoa - Phòng khám đa khoa Tâm Phúc","0287 3022 666","333 - 331 Lê Văn Thọ , 9, Gò Vấp, Hồ Chí Minh","Chủ Nhật: 07:00 - 11:30
Thứ Hai - Thứ Bảy: 13:00 - 20:00 , 07:00 - 11:00","","","Siêu âm ngả âm đạo, Siêu âm vú, Khám phụ khoa định kỳ, Khám và phát hiện sớm ung thư cổ tử cung, Phát hiện u xơ tử cung, Phát hiện viêm nhiễm đường sinh dục, Khám vú, Khám sàn chậu, Khám và điều trị ung thư vú, Phát hiện u buồng trứng, Soi cổ tử cung, Soi tươi – nhuộm gram khí hư âm đạo, Làm phết tế bào pap smear, Định type HPV, Khám tiền thai, Chẩn đoán tiền sản, Khám thai định kỳ, Tầm soát và điều trị sớm những bất thường trong thai kì, Chọc hút tế bào bằng kim nhỏ, Bấm sinh thiết cổ tử cung, Khám tiền thai , Khám thai định kì, Chẩn đoán tiền sản, Tầm soát và điều trị sớm những bất thường trong thai kì , Khám phụ khoa định kì, Làm phết tế bào pap smear, Định type HPV, Soi cổ tử cung, Bấm sinh thiết cổ tử cung , Khám và phát hiện sớm ung thư cổ tử cung , Khám vú, Siêu âm vú, Chọc hút tế bào bằng kim nhỏ, Sinh thiết lõi giúp phát hiện sớm , Khám và điều trị ung thư vú , Siêu âm ngả âm đạo, Soi tươi – nhuộm gram khí hư âm đạo, Xét nghiệm vi sinh, Xét nghiệm sinh học phân tử , Phát hiện u xơ tử cung, Phát hiện u buồng trứng, Phát hiện viêm nhiễm đường sinh dục, Khám sàn chậu","DB010922, DB010923, DB010924, DB010925, DB010926","K25","T05","H10454.jpg",
"H10455","Khoa Huyết học truyền máu - Bệnh viện Đa khoa Bình Dương","0274 3822 920","5 Phạm Ngọc Thạch, Hiệp Thành, Thủ Dầu Một, Bình Dương","","","","Phân tích huyết đồ, Phân thích tuỷ đồ, Xét nghiệm tìm ký sinh trùng sốt rét, Thực hiện các xét nghiệm về đông - cầm máu, Xét nghiệm Test Coombs trực tiếp, Xét nghiệm coombs gián tiếp bằng phương pháp Gellcard, Xét nghiệm về điện di Huyết sắc tố, Xét nghiệm về điện di Protein, Cung cấp máu và các chế phẩm máu, Tách các thành phần máu, Xét nghiệm cấp phát máu an toàn trong 4 điều kiện bằng phương pháp Gross-mathch trên máy tự động","DB010927","K15","T05","H10455.jpg",
"H10456","Khoa Khám bệnh - Bệnh viện Tim Hà Nội - Cơ sở 2","0243 9422 430","34 Võ Chí Công, Xuân La, Tây Hồ, Hà Nội","","","","","DB010928, DB010929","K16, K35","T05","H10456.jpg",
"H10457","Khoa Tai Mũi Họng B9 - Bệnh viện 354","0243 7622 595","120 Đốc Ngữ, Vĩnh Phúc, Ba Đình, Hà Nội","","","Khoa Tai Mũi Họng - Bệnh viện 354 được thành lập ngày 20/12/2006 với chức năng nhiệm vụ khám chữa bệnh cho quân nhân các đối tượng chính sách theo phân cấp của Bộ Quốc phòng, các bệnh nhân BHYT và nhân dân thu một phần viện phí. Ngoài ra còn khám sức khỏe, khám tuyến, khám nghĩa vụ quân sự, khám tuyển sinh quân sự, khám tuyển đi học tập và lao động nước ngoài, khám và tư vấn cho các đối tượng bệnh về Tai Mũi Họng.","Phẫu thuật cắt Amygdal dưới gây mê NKQ, Vi phẫu thanh quản, Phẫu thuật chỉnh hình tai giữa, Điều trị các bệnh lý về tai mũi họng, Phẫu thuật nội soi mũi xoang, Phẫu thuật nội soi tai, Phẫu thuật tạo hình màng tai, Phẫu thuật thay xương con, Điều trị các bệnh lý về Tai Mũi Họng, Phẫu thuật tạo hình màng tai, Phẫu thuật chỉnh hình tai giữa, Phẫu thuật thay xương con, Phẫu thuật nội soi mũi xoang, Vi phẫu thanh quản, Phẫu thuật cắt Amygdal dưới gây mê NKQ, Phẫu thuật nội soi tai","DB010930, DB010931","K26","T05","H10457.jpg",
"H10458","Khoa Truyền nhiễm - Bệnh viện Đa khoa huyện Đan Phượng","0243 3886 511","Tân Hội, Phùng, Đan Phượng, Hà Nội","","4.0","","","","K36","T05","H10458.jpg",
"H10459","Khoa Mắt - Bệnh viện Xây Dựng","0243 5533 686","Nguyễn Quý Đức, Thanh Xuân Bắc, Thanh Xuân, Hà Nội","","4.0","","Chữa trị đau mắt đỏ, Chữa trị lão thị, Chữa trị cận thị, Chữa trị viễn thị, Chữa trị đục thủy tinh thể, Phẫu thuật Lasik, Chữa trị đau mắt đỏ, Chữa trị cận thị, Chữa trị viễn thị, Chữa trị lão thị, Phẫu thuật Lasik, Chữa trị đục thủy tinh thể","","K20","T05","",
"H10460","Khoa Cơ xương khớp - Bệnh viện Hoàn Mỹ Đà Nẵng","0236 3650 676","161 Nguyễn Văn Linh, Thạc Gián, Thanh Khê, Đà Nẵng","Thứ Hai - Chủ Nhật: 00:00 - 23:00 , 00:00 - 23:00","","","","DB010932","K03","T05","H10460.jpg",
"H10461","Khoa Tim mạch - Bệnh viện FV","0285 4113 467","6 Nguyễn Lương Bằng, Phú Mỹ Hưng, Quận 7, Hồ Chí Minh","Thứ Hai - Chủ Nhật: 07:00 - 18:45","","Với mong muốn mang lại cuộc sống chất lượng cao cho các bệnh nhân bị tim bẩm sinh và mãn tính, ngay từ khi mới thành lập, Bệnh viện FV đã thành lập Chuyên khoa Tim với trang thiết bị hiện đại và đồng bộ. Chuyên khoa Tim của Bệnh viện FV cung cấp các dịch vụ chẩn đoán và điều trị tiên tiến trên phạm vi rộng, áp dụng phương thức điều trị toàn diện từ giai đoạn phòng ngừa, phát hiện sớm cho đến việc chẩn đoán, điều trị và phục hồi chức năng tim. Khoa Tim mạch của Bệnh viện FV cung cấp dịch vụ 24/24 cho các bệnh nhân bị cơn đau thắt ngực, nhồi máu cơ tim và các chứng tim mạch cấp tính khác, đặc biệt là các rối loạn nhịp tim và rối loạn dẫn truyền trong tim. Phối hợp cùng Phòng thông tim can thiệp của Bệnh viện Đại học Y Dược Thành phố Hồ Chí Minh, các chuyên gia của Bệnh viện FV có thể thực hiện tất cả những kỹ thuật điều trị can thiệp tim mạch.","Điều trị bệnh tim bẩm sinh, Điều trị bệnh tim bẩm sinh, Điều trị chứng cơn đau thắt ngực, Điều trị chứng nhồi máu cơ tim, Điều trị chứng suy tim, Điều trị các chứng tim mạch cấp tính, Điều trị chứng rối loạn nhịp tim, Điều trị chứng rối loạn dẫn truyền trong tim, Thực hiện thủ thuật chụp động mạch vành, Thực hiện thủ thuật nong động mạch vành, Thực hiện thủ thuật đặt Stent mạch vành, Thực hiện thủ thuật thăm dò đốt điện sinh lý tim, Thực hiện thủ thuật cắt đốt điện sinh lý tim, Thực hiện thủ thuật thăm dò điện sinh lý học, Điều trị rối loạn nhịp thất, Điều trị rối loạn trên thất, Phẫu thuật cấy ghép máy tạo nhịp tim, Kiểm soát phục hồi tim phổi cho các bệnh nhân có nguy cơ tim mạch cao, Kiểm soát phục hồi tim phổi cho các bệnh nhân được điều trị phẫu thuật, Kiểm soát phục hồi tim phổi cho các bệnh nhân được điều trị can thiệp tim mạch","DB010933, DB010934, DB010935, DB010936, DB010937, DB010938, DB010939","K35","T05","H10461.jpg",
